geoid,tmfi_2020,tmfi_2024,msa_2020,msa_2024,classification
19149999999,67.4,114.8,23224,99999,Mixed (real + reclass)
19151780100,93.8,80.9,23224,99999,Mixed (real + reclass)
19151780200,82.2,89.1,23224,99999,Mixed (real + reclass)
19151780300,100.4,117.9,23224,99999,Mixed (real + reclass)
19151999999,100.3,98.1,23224,99999,Stable Economy
19153000101,76.2,45,23224,19780,Mixed (real + reclass)
19153000102,90.7,67,23224,19780,Mixed (real + reclass)
19153000103,82.8,75.4,23224,19780,Mixed (real + reclass)
19153000201,97.8,81.2,23224,19780,Mixed (real + reclass)
19153000202,77.2,73.8,23224,19780,Stable Economy
19153000300,107.9,49.6,23224,19780,Mixed (real + reclass)
19153000400,69.1,62.2,23224,19780,Mixed (real + reclass)
19153000500,74.7,60,23224,19780,Mixed (real + reclass)
19153000600,71.4,73.2,23224,19780,Stable Economy
19153000701,94.2,77.4,23224,19780,Mixed (real + reclass)
19153000702,111.2,81.9,23224,19780,Mixed (real + reclass)
19153000703,108.5,91.9,23224,19780,Mixed (real + reclass)
19153000704,100.1,84.4,23224,19780,Mixed (real + reclass)
19153000801,93.9,81.6,23224,19780,Mixed (real + reclass)
19153000802,116.7,115.4,23224,19780,Stable Economy
19153000803,99.5,61.4,23224,19780,Mixed (real + reclass)
19153000901,109.4,82.1,23224,19780,Mixed (real + reclass)
19153000902,127.1,121.1,23224,19780,Mixed (real + reclass)
19153001000,118.3,77.5,23224,19780,Mixed (real + reclass)
19153001100,116.8,31.2,23224,19780,Mixed (real + reclass)
19153001200,102.8,59.1,23224,19780,Mixed (real + reclass)
19153001500,126.1,74.6,23224,19780,Mixed (real + reclass)
19153001700,75.2,54,23224,19780,Mixed (real + reclass)
19153001800,124.4,67.3,23224,19780,Mixed (real + reclass)
19153001900,94,72.9,23224,19780,Mixed (real + reclass)
19153002100,90.8,47.5,23224,19780,Mixed (real + reclass)
19153002600,99.3,57.1,23224,19780,Mixed (real + reclass)
19153002700,110.2,90.9,23224,19780,Mixed (real + reclass)
19153002800,98.6,91.3,23224,19780,Mixed (real + reclass)
19153002900,110.6,52.8,23224,19780,Mixed (real + reclass)
19153003001,75,107.2,23224,19780,Mixed (real + reclass)
19153003002,90.1,194.5,23224,19780,Mixed (real + reclass)
19153003100,65.5,207.8,23224,19780,Mixed (real + reclass)
19153003200,82.7,168.2,23224,19780,Mixed (real + reclass)
19153003901,66.3,45.7,23224,19780,Mixed (real + reclass)
19153003902,54.1,86.5,23224,19780,Mixed (real + reclass)
19153004001,64.2,75.9,23224,19780,Mixed (real + reclass)
19153004004,74.4,109.2,23224,19780,Mixed (real + reclass)
19153004100,90.8,90.2,23224,19780,Stable Economy
19153004200,97.2,71.2,23224,19780,Mixed (real + reclass)
19153004300,49.7,82.5,23224,19780,Mixed (real + reclass)
19153004400,75.8,53.5,23224,19780,Mixed (real + reclass)
19153004501,87.2,68.7,23224,19780,Mixed (real + reclass)
19153004502,54.8,85.2,23224,19780,Mixed (real + reclass)
19153004602,104.9,67.3,23224,19780,Mixed (real + reclass)
19153004603,81.9,85.3,99999,19780,Stable Economy
19153004701,88.3,67.1,99999,19780,Mixed (real + reclass)
19153004702,100.3,51.1,99999,19780,Mixed (real + reclass)
19153004800,76.3,53.5,99999,19780,Mixed (real + reclass)
19153004900,113.8,52.4,99999,19780,Mixed (real + reclass)
19153005000,81.8,26.8,99999,19780,Mixed (real + reclass)
19153005101,80.8,126.5,99999,19780,Mixed (real + reclass)
19153005102,86.9,137,99999,19780,Mixed (real + reclass)
19153005200,155.8,44.2,12580,19780,Mixed (real + reclass)
19153005300,107.5,74.7,12580,19780,Mixed (real + reclass)
19153010101,119.8,138,12580,19780,Mixed (real + reclass)
19153010102,79.9,123.2,12580,19780,Mixed (real + reclass)
19153010205,150,128.4,12580,19780,Mixed (real + reclass)
19153010207,101.2,122.7,12580,19780,Mixed (real + reclass)
19153010208,113.9,93.2,12580,19780,Mixed (real + reclass)
19153010209,97.1,109.5,12580,19780,Mixed (real + reclass)
19153010211,97.7,114.2,12580,19780,Mixed (real + reclass)
19153010212,95,106.9,12580,19780,Mixed (real + reclass)
19153010213,56.2,119.7,12580,19780,Mixed (real + reclass)
19153010214,81.5,114,12580,19780,Mixed (real + reclass)
19153010215,96.7,168.3,12580,19780,Mixed (real + reclass)
19153010216,52.8,110.1,12580,19780,Mixed (real + reclass)
19153010404,91,114.4,12580,19780,Mixed (real + reclass)
19153010406,93.9,91,12580,19780,Stable Economy
19153010407,122.9,154.4,12580,19780,Mixed (real + reclass)
19153010408,93.3,103.1,12580,19780,Mixed (real + reclass)
19153010409,125.6,106.4,12580,19780,Mixed (real + reclass)
19153010410,101.7,85.3,12580,19780,Mixed (real + reclass)
19153010411,55.8,88.5,12580,19780,Mixed (real + reclass)
19153010500,88,73.5,12580,19780,Mixed (real + reclass)
19153010601,88.4,87.3,12580,19780,Stable Economy
19153010602,36,103.9,12580,19780,Mixed (real + reclass)
19153010702,71.2,112.4,12580,19780,Mixed (real + reclass)
19153010703,118.6,91.8,12580,19780,Mixed (real + reclass)
19153010707,139.5,86.9,12580,19780,Mixed (real + reclass)
19153010708,133.3,117.6,12580,19780,Mixed (real + reclass)
19153010709,107.5,95.6,12580,19780,Mixed (real + reclass)
19153010803,123.9,82.4,12580,19780,Mixed (real + reclass)
19153010804,150.7,118.9,12580,19780,Mixed (real + reclass)
19153010805,118.8,108.2,12580,19780,Mixed (real + reclass)
19153010806,115.5,72.5,12580,19780,Mixed (real + reclass)
19153011001,125.6,69.9,12580,19780,Mixed (real + reclass)
19153011021,132.4,113.3,12580,19780,Mixed (real + reclass)
19153011025,109.5,131.6,12580,19780,Mixed (real + reclass)
19153011026,144.6,165.1,12580,19780,Mixed (real + reclass)
19153011027,138.7,114.9,12580,19780,Mixed (real + reclass)
19153011028,101.8,135.9,12580,19780,Mixed (real + reclass)
19153011111,157.4,62.9,12580,19780,Mixed (real + reclass)
19153011112,108.6,114.5,12580,19780,Mixed (real + reclass)
19153011113,92.9,117.4,12580,19780,Mixed (real + reclass)
19153011201,86.4,104.8,12580,19780,Mixed (real + reclass)
19153011203,118.9,168.4,12580,19780,Mixed (real + reclass)
19153011205,117.1,92.2,12580,19780,Mixed (real + reclass)
19153011206,136.2,126.3,12580,19780,Mixed (real + reclass)
19153011301,130.6,142.3,12580,19780,Mixed (real + reclass)
19153011302,121.6,113.1,12580,19780,Mixed (real + reclass)
19153011303,113.4,92.7,12580,19780,Mixed (real + reclass)
19153011304,71.7,181.5,12580,19780,Mixed (real + reclass)
19153011305,90.5,93.9,12580,19780,Stable Economy
19153011405,91.3,214.1,12580,19780,Mixed (real + reclass)
19153011406,64,88.8,12580,19780,Mixed (real + reclass)
19153011500,127.2,147.1,12580,19780,Mixed (real + reclass)
19153011702,90.2,106.3,12580,19780,Mixed (real + reclass)
19153011703,145.2,165,12580,19780,Mixed (real + reclass)
19153011704,200.3,162.1,12580,19780,Mixed (real + reclass)
19155021200,153.2,81.3,12580,36540,Mixed (real + reclass)
19155021400,81.7,112.3,12580,36540,Mixed (real + reclass)
19155021501,133.6,94.7,12580,36540,Mixed (real + reclass)
19155021502,119.5,83.1,12580,36540,Mixed (real + reclass)
19155021602,126.7,113.7,12580,36540,Mixed (real + reclass)
19155021603,111.2,118.3,12580,36540,Mixed (real + reclass)
19155021701,184,81.7,12580,36540,Mixed (real + reclass)
19155021702,171.2,103.6,12580,36540,Mixed (real + reclass)
19155030100,152.7,69.6,12580,36540,Mixed (real + reclass)
19155030200,141.3,79.5,12580,36540,Mixed (real + reclass)
19155030300,203.3,69.3,12580,36540,Mixed (real + reclass)
19155030401,171.6,57.2,12580,36540,Mixed (real + reclass)
19155030402,182.4,67.2,12580,36540,Mixed (real + reclass)
19155030501,129.5,67.4,12580,36540,Mixed (real + reclass)
19155030502,94.9,69.6,12580,36540,Mixed (real + reclass)
19155030601,175,73.1,12580,36540,Mixed (real + reclass)
19155030602,145.6,56.9,12580,36540,Mixed (real + reclass)
19155030700,92.9,57.8,12580,36540,Mixed (real + reclass)
19155030800,139.9,70.8,12580,36540,Mixed (real + reclass)
19155030900,184.8,25.3,12580,36540,Mixed (real + reclass)
19155031000,229.1,83,12580,36540,Mixed (real + reclass)
19155031100,151.3,59.3,12580,36540,Mixed (real + reclass)
19155031200,224.2,91.7,12580,36540,Mixed (real + reclass)
19155031300,199.1,62.4,12580,36540,Mixed (real + reclass)
19155031400,196.7,64,12580,36540,Mixed (real + reclass)
19155031601,224.8,134.3,12580,36540,Mixed (real + reclass)
19155031602,122.3,108.6,12580,36540,Mixed (real + reclass)
19155031700,127.4,110.8,12580,36540,Mixed (real + reclass)
19155031800,157.5,109.9,12580,36540,Mixed (real + reclass)
19155031900,98.9,110.4,12580,36540,Mixed (real + reclass)
19157370100,223,97.3,12580,99999,Mixed (real + reclass)
19157370200,211.3,112.3,12580,99999,Mixed (real + reclass)
19157370300,124.5,138.1,12580,99999,Mixed (real + reclass)
19157370400,154.1,104,12580,99999,Mixed (real + reclass)
19157370500,139.4,104.3,12580,99999,Mixed (real + reclass)
19157999999,95.4,109.2,12580,99999,Mixed (real + reclass)
19159950100,118.2,103.2,12580,99999,Mixed (real + reclass)
19159950200,91.8,96.2,12580,99999,Stable Economy
19159999999,138.9,101.8,12580,99999,Mixed (real + reclass)
19161080100,157.4,88.6,12580,99999,Mixed (real + reclass)
19161080200,130.8,106.5,12580,99999,Mixed (real + reclass)
19161080300,127.3,106.4,12580,99999,Mixed (real + reclass)
19161080400,159.6,100.6,12580,99999,Mixed (real + reclass)
19161999999,113.6,98.5,12580,99999,Mixed (real + reclass)
19163010101,118.8,119.5,12580,19340,Stable Economy
19163010103,171.2,210.7,12580,19340,Mixed (real + reclass)
19163010104,167.9,113.5,12580,19340,Mixed (real + reclass)
19163010201,152.4,115.6,12580,19340,Mixed (real + reclass)
19163010202,90.4,122.6,12580,19340,Mixed (real + reclass)
19163010300,121.1,111.2,12580,19340,Mixed (real + reclass)
19163010401,132.8,112.4,12580,19340,Mixed (real + reclass)
19163010402,118.3,160.6,12580,19340,Mixed (real + reclass)
19163010600,88.1,57.1,12580,19340,Mixed (real + reclass)
19163010700,114.5,52.1,99999,19340,Mixed (real + reclass)
19163010800,116.6,52.8,99999,19340,Mixed (real + reclass)
19163011000,114.4,51,99999,19340,Mixed (real + reclass)
19163011100,102.2,64.7,99999,19340,Mixed (real + reclass)
19163011300,111.4,86.3,99999,19340,Mixed (real + reclass)
19163011400,154.8,62.7,23224,19340,Mixed (real + reclass)
19163011500,145.9,84.5,23224,19340,Mixed (real + reclass)
19163011600,103.5,98,23224,19340,Mixed (real + reclass)
19163011700,106.6,104.7,23224,19340,Stable Economy
19163011800,86.4,98.5,23224,19340,Mixed (real + reclass)
19163011900,135.5,77.6,23224,19340,Mixed (real + reclass)
19163012000,124.8,106.3,23224,19340,Mixed (real + reclass)
19163012100,85.7,75,23224,19340,Mixed (real + reclass)
19163012200,121.5,67,23224,19340,Mixed (real + reclass)
19163012300,120.1,63.6,23224,19340,Mixed (real + reclass)
19163012400,106.6,116,23224,19340,Mixed (real + reclass)
19163012501,89.9,68.1,23224,19340,Mixed (real + reclass)
19163012502,64.1,85.7,23224,19340,Mixed (real + reclass)
19163012601,58.8,84.8,23224,19340,Mixed (real + reclass)
19163012602,121.6,89.6,23224,19340,Mixed (real + reclass)
19163012701,112.1,104.2,23224,19340,Mixed (real + reclass)
19163012702,119.6,98.7,23224,19340,Mixed (real + reclass)
19163012801,132.8,83,23224,19340,Mixed (real + reclass)
19163012802,166.8,79.9,23224,19340,Mixed (real + reclass)
19163012901,138.8,140.2,23224,19340,Stable Economy
19163012902,153.8,147.9,23224,19340,Mixed (real + reclass)
19163013000,221.9,123.8,23224,19340,Mixed (real + reclass)
19163013100,132.3,152.6,23224,19340,Mixed (real + reclass)
19163013200,136.5,93.1,23224,19340,Mixed (real + reclass)
19163013300,130,96.4,23224,19340,Mixed (real + reclass)
19163013400,85.4,65.6,23224,19340,Mixed (real + reclass)
19163013500,143.6,109.7,23224,19340,Mixed (real + reclass)
19163013600,139,108.4,23224,19340,Mixed (real + reclass)
19163013702,77.3,166.5,23224,19340,Mixed (real + reclass)
19163013703,70.4,136,23224,19340,Mixed (real + reclass)
19163013705,91.5,115.6,23224,19340,Mixed (real + reclass)
19163013706,98.8,200,23224,19340,Mixed (real + reclass)
19165960100,43.9,103,23224,99999,Mixed (real + reclass)
19165960200,89.5,109.9,23224,99999,Mixed (real + reclass)
19165960300,91.3,127.2,23224,99999,Mixed (real + reclass)
19165960400,59.2,92.8,23224,99999,Mixed (real + reclass)
19165999999,119.1,107,23224,99999,Mixed (real + reclass)
19167070100,49.5,97.2,23224,99999,Mixed (real + reclass)
19167070200,83.7,127.4,23224,99999,Mixed (real + reclass)
19167070300,62.8,112.7,23224,99999,Mixed (real + reclass)
19167070400,45.6,103.6,23224,99999,Mixed (real + reclass)
19167070500,62.1,125.3,23224,99999,Mixed (real + reclass)
19167070601,42.2,116.6,23224,99999,Mixed (real + reclass)
19167070602,92.3,115.6,23224,99999,Mixed (real + reclass)
19167070701,73.5,124.9,23224,99999,Mixed (real + reclass)
19167070702,87.9,119.2,23224,99999,Mixed (real + reclass)
19169000101,73.6,121.8,23224,11180,Mixed (real + reclass)
19169000102,85.5,131.9,23224,11180,Mixed (real + reclass)
19169000103,82.7,120.1,23224,11180,Mixed (real + reclass)
19169000104,88.6,163.9,23224,11180,Mixed (real + reclass)
19169000105,51.2,130.1,23224,11180,Mixed (real + reclass)
19169000200,67.2,92.8,23224,11180,Mixed (real + reclass)
19169000300,56.3,98.9,23224,11180,Mixed (real + reclass)
19169000400,52.8,94.2,23224,11180,Mixed (real + reclass)
19169000500,102.4,37.4,23224,11180,Mixed (real + reclass)
19169000600,130.1,106.1,23224,11180,Mixed (real + reclass)
19169000700,142.3,104.8,23224,11180,Mixed (real + reclass)
19169000900,129.9,82.9,23224,11180,Mixed (real + reclass)
19169001000,56.7,74.4,23224,11180,Mixed (real + reclass)
19169001101,65.9,150.6,23224,11180,Mixed (real + reclass)
19169001200,68.1,175.5,23224,11180,Mixed (real + reclass)
19169001302,127.3,90.9,23224,11180,Mixed (real + reclass)
19169001303,88.2,130.4,23224,11180,Mixed (real + reclass)
19169001304,77.1,61.5,23224,11180,Mixed (real + reclass)
19169010101,69.2,117.7,23224,11180,Mixed (real + reclass)
19169010102,68.7,123.1,23224,11180,Mixed (real + reclass)
19169010200,84.6,101,23224,11180,Mixed (real + reclass)
19169010300,109.4,106.2,23224,11180,Stable Economy
19169010400,197.6,86.8,23224,11180,Mixed (real + reclass)
19169010500,113.8,85.7,23224,11180,Mixed (real + reclass)
19169010600,135,102.4,23224,11180,Mixed (real + reclass)
19171290100,148.1,126.1,23224,99999,Mixed (real + reclass)
19171290200,109.8,112.7,23224,99999,Stable Economy
19171290300,98.2,115.7,23224,99999,Mixed (real + reclass)
19171290400,72.6,83.3,23224,99999,Mixed (real + reclass)
19171290500,71.8,78.5,23224,99999,Mixed (real + reclass)
19171290600,148.9,99.7,23224,99999,Mixed (real + reclass)
19171999999,169,99.8,23224,99999,Mixed (real + reclass)
19173180100,145.1,86.2,23224,99999,Mixed (real + reclass)
19173180200,170.1,95.9,23224,99999,Mixed (real + reclass)
19173180300,93.1,112.7,23224,99999,Mixed (real + reclass)
19173999999,135.4,95.1,23224,99999,Mixed (real + reclass)
19175190100,121.9,108.7,23224,99999,Mixed (real + reclass)
19175190200,112.8,95.8,23224,99999,Mixed (real + reclass)
19175190300,97,106.3,23224,99999,Mixed (real + reclass)
19175190400,97.3,103.6,23224,99999,Mixed (real + reclass)
19175999999,104.5,103.3,23224,99999,Stable Economy
19177950100,52.5,84.9,23224,99999,Mixed (real + reclass)
19177950200,165.1,86.6,23224,99999,Mixed (real + reclass)
19177999999,144.1,85.9,23224,99999,Mixed (real + reclass)
19179960100,140.9,89.4,23224,99999,Mixed (real + reclass)
19179960200,122.8,63.7,23224,99999,Mixed (real + reclass)
19179960300,140.7,92.8,23224,99999,Mixed (real + reclass)
19179960400,131.1,71.1,23224,99999,Mixed (real + reclass)
19179960500,133.4,55.5,23224,99999,Mixed (real + reclass)
19179960600,135,48.3,23224,99999,Mixed (real + reclass)
19179960700,120.1,102.2,23224,99999,Mixed (real + reclass)
19179960800,104.9,95.7,23224,99999,Mixed (real + reclass)
19179960900,118.6,69.3,23224,99999,Mixed (real + reclass)
19179961000,148.3,54.3,23224,99999,Mixed (real + reclass)
19179961100,144.7,100.9,23224,99999,Mixed (real + reclass)
19181020101,133.7,106.3,23224,19780,Mixed (real + reclass)
19181020201,117,102.6,23224,19780,Mixed (real + reclass)
19181020202,126.6,124.8,23224,19780,Stable Economy
19181020300,98.2,120.1,23224,19780,Mixed (real + reclass)
19181020400,79.9,112.3,23224,19780,Mixed (real + reclass)
19181020500,97.1,93.6,23224,19780,Stable Economy
19181020600,94,132.4,23224,19780,Mixed (real + reclass)
19181020701,92.5,86.6,23224,19780,Mixed (real + reclass)
19181020702,80.3,110.5,23224,19780,Mixed (real + reclass)
19181020800,56.8,109.5,23224,19780,Mixed (real + reclass)
19181020900,39.8,75.6,23224,19780,Mixed (real + reclass)
19181021000,53.9,79.7,23224,19780,Mixed (real + reclass)
19181021100,102.5,102.4,23224,19780,Stable Economy
19181021200,92.1,107.5,23224,19780,Mixed (real + reclass)
19183960101,116.9,84.5,23224,26980,Mixed (real + reclass)
19183960102,120.7,74.9,23224,26980,Mixed (real + reclass)
19183960200,46.3,84.5,23224,26980,Mixed (real + reclass)
19183960300,42,61.6,23224,26980,Mixed (real + reclass)
19183960400,41.1,72,23224,26980,Mixed (real + reclass)
19183960500,48.5,101.7,23224,26980,Mixed (real + reclass)
19183999999,144,80.4,23224,26980,Mixed (real + reclass)
19185070100,55.2,88.4,23224,99999,Mixed (real + reclass)
19185070200,74,88.5,23224,99999,Mixed (real + reclass)
19185070300,113.3,81.9,23224,99999,Mixed (real + reclass)
19185999999,97.1,86.6,23224,99999,Mixed (real + reclass)
19187000102,44.5,83.6,23224,99999,Mixed (real + reclass)
19187000200,48.4,91.9,23224,99999,Mixed (real + reclass)
19187000300,155.4,50.5,23224,99999,Mixed (real + reclass)
19187000400,120.9,88.1,23224,99999,Mixed (real + reclass)
19187000500,40,87.7,23224,99999,Mixed (real + reclass)
19187000600,92.6,89.6,23224,99999,Stable Economy
19187000700,134.7,94.1,23224,99999,Mixed (real + reclass)
19187000900,68.7,66.1,23224,99999,Stable Economy
19187010100,68.9,97.3,23224,99999,Mixed (real + reclass)
19187010200,65.8,114.9,23224,99999,Mixed (real + reclass)
19187010300,84.8,108.9,23224,99999,Mixed (real + reclass)
19187010400,107.1,100.9,23224,99999,Mixed (real + reclass)
19189680100,107.3,104.9,23224,99999,Stable Economy
19189680200,149,115.1,23224,99999,Mixed (real + reclass)
19189680300,116.2,88,23224,99999,Mixed (real + reclass)
19189999999,96.9,99.6,23224,99999,Stable Economy
19191950100,102.2,104,23224,99999,Stable Economy
19191950200,136.4,127,23224,99999,Mixed (real + reclass)
19191950300,86.6,121.6,23224,99999,Mixed (real + reclass)
19191950400,48.1,115.5,23224,99999,Mixed (real + reclass)
19191950500,122.8,109.1,23224,99999,Mixed (real + reclass)
19191999999,89.6,115.6,23224,99999,Mixed (real + reclass)
19193000100,74.3,69.7,23224,43580,Stable Economy
19193000201,104.1,125,23224,43580,Mixed (real + reclass)
19193000202,38,78.3,23224,43580,Mixed (real + reclass)
19193000300,65.7,116.8,23224,43580,Mixed (real + reclass)
19193000400,79,141.5,23224,43580,Mixed (real + reclass)
19193000500,88.5,97.1,23224,43580,Mixed (real + reclass)
19193000600,86.6,88.8,23224,43580,Stable Economy
19193000700,62.7,113,23224,43580,Mixed (real + reclass)
19193000800,68.1,76.4,23224,43580,Mixed (real + reclass)
19193000900,108.3,117,23224,43580,Mixed (real + reclass)
19193001000,77,65.9,23224,43580,Mixed (real + reclass)
19193001100,63.2,69.5,23224,43580,Mixed (real + reclass)
19193001200,64,70.6,23224,43580,Mixed (real + reclass)
19193001300,70.1,44.6,23224,43580,Mixed (real + reclass)
19193001400,58.6,68,23224,43580,Mixed (real + reclass)
19193001500,48.8,45.1,23224,43580,Stable Economy
19193001801,58.5,82.4,23224,43580,Mixed (real + reclass)
19193001802,76.3,208.6,23224,43580,Mixed (real + reclass)
19193001900,100.8,93.9,23224,43580,Mixed (real + reclass)
19193002000,126.3,98.7,23224,43580,Mixed (real + reclass)
19193002101,67,136.2,23224,43580,Mixed (real + reclass)
19193002102,89.7,118.2,23224,43580,Mixed (real + reclass)
19193003100,68,96.8,23224,43580,Mixed (real + reclass)
19193003200,112.6,135,23224,43580,Mixed (real + reclass)
19193003301,77.1,115.1,23224,43580,Mixed (real + reclass)
19193003302,89.2,120.8,23224,43580,Mixed (real + reclass)
19193003500,191.8,96.4,23224,43580,Mixed (real + reclass)
19193003600,152.4,74,23224,43580,Mixed (real + reclass)
19195690100,168.5,106,23224,99999,Mixed (real + reclass)
19195690200,101.1,104.5,23224,99999,Stable Economy
19195690300,135.4,106.6,23224,99999,Mixed (real + reclass)
19195999999,126.5,106,23224,99999,Mixed (real + reclass)
19197680100,198.6,83.2,23224,99999,Mixed (real + reclass)
19197680200,168.2,106.6,23224,99999,Mixed (real + reclass)
19197680300,183.2,88.7,23224,99999,Mixed (real + reclass)
19197680400,221.9,80.1,23224,99999,Mixed (real + reclass)
19197680500,92.1,89,23224,99999,Stable Economy
19197999999,137.9,89.3,23224,99999,Mixed (real + reclass)
20001952600,165.3,115.8,23224,99999,Mixed (real + reclass)
20001952700,103.2,88.7,23224,99999,Mixed (real + reclass)
20001952800,181.6,80.1,23224,99999,Mixed (real + reclass)
20001952900,190.8,80.9,23224,99999,Mixed (real + reclass)
20001953000,221.9,90.9,23224,99999,Mixed (real + reclass)
20001999999,221.9,90.1,23224,99999,Mixed (real + reclass)
20003953600,221.9,101.3,23224,99999,Mixed (real + reclass)
20003953700,146.2,102.8,23224,99999,Mixed (real + reclass)
20003999999,220.6,101.5,23224,99999,Mixed (real + reclass)
20005081600,194.1,116.1,23224,99999,Mixed (real + reclass)
20005081701,136.5,98.9,23224,99999,Mixed (real + reclass)
20005081800,203.1,115.3,23224,99999,Mixed (real + reclass)
20005081900,195.9,74.8,23224,99999,Mixed (real + reclass)
20005999999,212.8,97.5,23224,99999,Mixed (real + reclass)
20007968100,213.4,105.5,23224,99999,Mixed (real + reclass)
20007968200,218.3,92.9,23224,99999,Mixed (real + reclass)
20007999999,189,99.2,23224,99999,Mixed (real + reclass)
20009971100,195.3,105.7,23224,99999,Mixed (real + reclass)
20009971200,221.8,97.1,23224,99999,Mixed (real + reclass)
20009971300,221.9,79.3,23224,99999,Mixed (real + reclass)
20009971400,132.8,89.2,23224,99999,Mixed (real + reclass)
20009971500,183.4,119,23224,99999,Mixed (real + reclass)
20009971600,94,96.4,23224,99999,Stable Economy
20009971700,190.1,91,23224,99999,Mixed (real + reclass)
20009971801,61.5,112.9,47894,99999,Mixed (real + reclass)
20009999999,59.1,101,47894,99999,Mixed (real + reclass)
20011955600,108.5,84.2,47894,99999,Mixed (real + reclass)
20011955700,95.8,120.6,47894,99999,Mixed (real + reclass)
20011955800,57.9,92.9,47894,99999,Mixed (real + reclass)
20011955900,55.5,75.7,47894,99999,Mixed (real + reclass)
20011956000,112.6,81.9,47894,99999,Mixed (real + reclass)
20011999999,84,89,47894,99999,Mixed (real + reclass)
20013480600,93.7,94.7,47894,99999,Stable Economy
20013480700,55.5,104.6,47894,99999,Mixed (real + reclass)
20013480800,57.2,86.9,47894,99999,Mixed (real + reclass)
20013999999,48.8,94.4,47894,99999,Mixed (real + reclass)
20015020101,111.3,116.4,47894,48620,Mixed (real + reclass)
20015020102,87.9,102.2,47894,48620,Mixed (real + reclass)
20015020204,50.5,162.5,47894,48620,Mixed (real + reclass)
20015020205,102.1,109.9,47894,48620,Mixed (real + reclass)
20015020206,124.3,168.9,47894,48620,Mixed (real + reclass)
20015020207,108.3,117.4,47894,48620,Mixed (real + reclass)
20015020208,121.3,191.3,47894,48620,Mixed (real + reclass)
20015020209,128.1,138.8,47894,48620,Mixed (real + reclass)
20015020210,137.4,142.9,47894,48620,Mixed (real + reclass)
20015020300,134,113.6,47894,48620,Mixed (real + reclass)
20015020400,97,65.3,47894,48620,Mixed (real + reclass)
20015020500,74.3,92.6,47894,48620,Mixed (real + reclass)
20015020601,66.8,121.9,47894,48620,Mixed (real + reclass)
20015020602,114.6,82.6,47894,48620,Mixed (real + reclass)
20015020700,104.4,82.1,47894,48620,Mixed (real + reclass)
20015020800,134.3,61.4,47894,48620,Mixed (real + reclass)
20015020901,113.4,133.7,47894,48620,Mixed (real + reclass)
20015020902,98.6,111.5,47894,48620,Mixed (real + reclass)
20015020903,98.2,118.3,47894,48620,Mixed (real + reclass)
20017960600,155,90,47894,99999,Mixed (real + reclass)
20017999999,95,90,47894,99999,Mixed (real + reclass)
20019964600,97.6,74.4,47894,99999,Mixed (real + reclass)
20019999999,142.8,74.4,47894,99999,Mixed (real + reclass)
20021958100,158.5,93.5,47894,27900,Mixed (real + reclass)
20021958200,118,93.9,47894,27900,Mixed (real + reclass)
20021958300,92.8,95.9,47894,27900,Stable Economy
20021958400,85,102.3,47894,27900,Mixed (real + reclass)
20021958500,83.1,83.4,47894,27900,Stable Economy
20021958600,105.8,93.4,47894,27900,Mixed (real + reclass)
20021999999,78.7,94.9,47894,27900,Mixed (real + reclass)
20023950200,126.9,96.8,47894,99999,Mixed (real + reclass)
20023999999,145.3,96.8,47894,99999,Mixed (real + reclass)
20025967100,126.4,95.8,47894,99999,Mixed (real + reclass)
20025999999,89.5,95.8,47894,99999,Mixed (real + reclass)
20027458100,112.9,95.7,47894,99999,Mixed (real + reclass)
20027458200,131.4,105.3,47894,99999,Mixed (real + reclass)
20027999999,126.6,103.8,47894,99999,Mixed (real + reclass)
20029977100,102.3,108.6,47894,99999,Mixed (real + reclass)
20029977200,68.8,83.6,47894,99999,Mixed (real + reclass)
20029977300,111.4,89.7,47894,99999,Mixed (real + reclass)
20029977400,120.9,93.1,47894,99999,Mixed (real + reclass)
20029999999,122.8,91.8,47894,99999,Mixed (real + reclass)
20031966100,103.8,119.5,47894,99999,Mixed (real + reclass)
20031966200,60.6,133.6,47894,99999,Mixed (real + reclass)
20031966300,107.2,95.9,47894,99999,Mixed (real + reclass)
20031999999,105.9,116.8,47894,99999,Mixed (real + reclass)
20033967600,102.6,112.9,47894,99999,Mixed (real + reclass)
20033999999,104.5,112.9,47894,99999,Mixed (real + reclass)
20035493100,120.5,99.4,47894,99999,Mixed (real + reclass)
20035493200,105.1,110.5,47894,99999,Mixed (real + reclass)
20035493300,89.8,121,47894,99999,Mixed (real + reclass)
20035493400,90.6,76.4,47894,99999,Mixed (real + reclass)
20035493500,111.5,84.6,47894,99999,Mixed (real + reclass)
20035493600,95.8,90.7,47894,99999,Mixed (real + reclass)
20035493700,114.2,72.5,47894,99999,Mixed (real + reclass)
20035493800,113,89.5,47894,99999,Mixed (real + reclass)
20035493900,112.2,127.4,47894,99999,Mixed (real + reclass)
20035494000,117.7,69.5,47894,99999,Mixed (real + reclass)
20035494100,100.9,92.2,47894,99999,Mixed (real + reclass)
20037956600,140.6,85.3,47894,99999,Mixed (real + reclass)
20037956700,136.1,101.1,47894,99999,Mixed (real + reclass)
20037956800,105.7,77.6,47894,99999,Mixed (real + reclass)
20037956900,89.8,97,47894,99999,Mixed (real + reclass)
20037957000,124.5,87,47894,99999,Mixed (real + reclass)
20037957100,80.7,54.6,47894,99999,Mixed (real + reclass)
20037957200,58,63.6,47894,99999,Mixed (real + reclass)
